[0.0, 0.0, 0.0, 1.0, 0.060579, -0.002212, -0.189152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, -1.8, 0.0, 0.9, -1.8, 0.0, 0.9, -1.8, 0.0, 0.9, -1.8]
[0.000514, -0.003157, 0.000111, 0.999995, 0.256814, 0.026135, -0.239183, 0.09642, -0.40256, 0.01994, -0.62716, 3.266188, 2.322044, 0.980657, -1.13484, 1.440588, -0.541564, -0.603556, 0.660332, 0.3284, 2.541739, 1.609773, -0.016306, 0.984921, -1.739627, 0.025497, 0.870494, -1.762545, -0.014081, 0.884308, -1.782831, 0.008538, 0.966085, -1.758146]
[0.032418, -0.00971, -0.000855, 0.999427, 0.446285, 0.019958, -0.086826, 3.129549, -0.633411, -0.428668, -5.053309, 8.303785, 2.827248, -1.923227, 0.658855, 1.498731, -3.02058, 1.082839, -1.325368, -2.481763, 3.273842, -0.64784, -0.147692, 1.200819, -1.666118, -0.024507, 0.887624, -1.723578, -0.092616, 0.912461, -1.817291, -0.055987, 1.051205, -1.77499]
[0.038853, -0.016853, -0.01391, 0.999006, 0.494238, 0.055627, -0.093844, -1.221144, -0.437548, -1.356297, -1.640592, 8.314947, 0.448026, 0.031023, 2.290769, 0.246124, -1.388061, 2.015927, -1.129005, -1.587925, 4.810322, -0.652354, -0.190348, 1.417008, -1.65447, -0.0237, 0.947184, -1.717178, -0.128705, 0.964875, -1.846645, -0.097273, 1.176273, -1.791951]
[0.01638, -0.018429, -0.032699, 0.999161, 0.514126, 0.119516, -0.094655, -2.385276, -0.0771, -1.100561, -2.031728, 6.631097, -5.326894, 2.24215, 2.701736, -0.234535, 0.378456, 0.724604, 0.693756, -2.000952, 7.34812, -4.289577, -0.243173, 1.589416, -1.792969, 0.034596, 1.01743, -1.723276, -0.118865, 0.983715, -1.828607, -0.149298, 1.367325, -1.90348]
[-0.009793, -0.0186, -0.040149, 0.998973, 0.501809, 0.212861, -0.058611, -1.652717, -0.108855, 0.001504, -2.724462, 3.801488, -6.698158, 1.846565, 2.606781, -0.667749, 1.142724, 1.27113, 0.643129, -1.800817, 5.217159, -7.246534, -0.314009, 1.688255, -1.967121, 0.082606, 1.085206, -1.740638, -0.089155, 1.016765, -1.811886, -0.196119, 1.502971, -2.09189]
[-0.024043, -0.018125, -0.034627, 0.998947, 0.516467, 0.258969, -0.00838, -0.475473, -0.029642, 0.802895, -0.632514, -0.174942, -8.211471, 0.25056, 2.153237, -0.796838, 0.75137, 1.872486, 0.456501, -0.480147, 0.779974, -4.783416, -0.330454, 1.683707, -2.180619, 0.089121, 1.14119, -1.761356, -0.069619, 1.065449, -1.800017, -0.208603, 1.52325, -2.216259]
[-0.023717, -0.01657, -0.021258, 0.999355, 0.574451, 0.264503, 0.137974, 0.395925, 0.138454, 1.081061, -0.304737, -5.123188, -7.310579, -1.319976, 1.6725, -0.585046, 0.003809, 2.042972, 0.580273, 1.323431, -2.596348, -1.723124, -0.338377, 1.550504, -2.370694, 0.054802, 1.184675, -1.776567, -0.06952, 1.118566, -1.78493, -0.174194, 1.455745, -2.26106]
[-0.021888, -0.012112, -0.008418, 0.999652, 0.607553, 0.173497, 0.029638, -0.071074, 0.416513, 0.816509, -0.205493, -6.020339, -1.907875, -1.430545, 1.177427, 0.166363, -0.045438, 1.132991, 1.785024, 1.874703, -3.98502, -0.626353, -0.34372, 1.393975, -2.420299, 0.017607, 1.215288, -1.772241, -0.070701, 1.148024, -1.738519, -0.125452, 1.352134, -2.277345]
[-0.042311, -0.009299, 0.001362, 0.99906, 0.55337, 0.128978, -0.052606, -2.062435, 0.026371, 0.649533, 0.518719, -4.992535, 3.093214, 0.721364, 1.354819, 0.587054, 0.873967, 0.081894, 2.583292, 6.602791, -5.024414, 1.936947, -0.330233, 1.264169, -2.339876, 0.036363, 1.250513, -1.756978, -0.047978, 1.150153, -1.671354, 0.046221, 1.2215, -2.226984]
