[-0.004012, 0.897518, -1.764296, -0.109805, 0.912574, -1.799252, -0.00887, 0.900347, -1.770813, 0.011637, 0.873136, -1.749114]
[-0.003947, 0.897018, -1.762646, -0.109826, 0.912154, -1.797898, -0.008743, 0.900279, -1.769952, 0.011755, 0.873138, -1.748456]
[-0.003991, 0.89662, -1.761243, -0.109796, 0.91182, -1.796668, -0.008724, 0.900277, -1.769274, 0.011767, 0.873175, -1.747925]
[-0.004026, 0.8964, -1.760259, -0.109578, 0.912342, -1.800125, -0.008792, 0.901089, -1.773121, 0.011779, 0.873359, -1.747745]
[-0.00405, 0.896353, -1.759644, -0.109126, 0.913594, -1.807134, -0.008991, 0.902602, -1.780431, 0.011791, 0.873708, -1.747906]
[-0.004058, 0.896474, -1.759361, -0.108407, 0.915458, -1.816796, -0.009344, 0.90471, -1.790349, 0.011808, 0.87423, -1.748397]
[-0.004048, 0.896755, -1.75938, -0.107401, 0.917825, -1.828388, -0.009858, 0.907311, -1.80218, 0.011833, 0.874928, -1.749204]
[-0.004017, 0.897191, -1.759678, -0.106094, 0.920599, -1.841315, -0.010534, 0.910313, -1.81535, 0.011868, 0.875799, -1.750311]
[-0.003964, 0.897773, -1.760237, -0.104482, 0.923688, -1.855083, -0.011361, 0.913628, -1.829375, 0.011915, 0.876835, -1.751704]
[-0.00389, 0.898494, -1.761041, -0.102562, 0.92701, -1.869266, -0.012326, 0.917173, -1.843839, 0.011978, 0.878027, -1.753364]
[-0.003794, 0.899346, -1.762077, -0.100339, 0.930487, -1.883489, -0.013409, 0.920873, -1.858374, 0.012058, 0.879364, -1.755275]
[-0.003261, 0.899905, -1.762617, -0.097656, 0.933823, -1.897024, -0.013713, 0.924334, -1.872057, 0.012571, 0.880473, -1.756805]
[-0.00245, 0.900192, -1.762693, -0.094738, 0.936956, -1.909541, -0.013487, 0.927531, -1.884706, 0.013355, 0.881344, -1.757919]
[-0.001452, 0.90022, -1.762321, -0.091715, 0.93983, -1.920755, -0.012875, 0.930425, -1.896106, 0.014314, 0.881964, -1.758581]
[-0.000325, 0.899992, -1.761508, -0.088668, 0.942388, -1.930403, -0.011959, 0.932967, -1.906023, 0.015391, 0.882323, -1.758774]
[0.000896, 0.899509, -1.760254, -0.085644, 0.944571, -1.938236, -0.010787, 0.935107, -1.914211, 0.016549, 0.882412, -1.758478]
[0.002189, 0.898769, -1.758561, -0.082676, 0.946318, -1.944007, -0.009384, 0.936785, -1.920421, 0.017765, 0.882222, -1.757679]
[0.003535, 0.89777, -1.756425, -0.07979, 0.947576, -1.947525, -0.007764, 0.93795, -1.924452, 0.01902, 0.881744, -1.756363]
[0.004925, 0.89651, -1.753847, -0.077007, 0.9483, -1.948696, -0.005934, 0.938563, -1.926198, 0.020306, 0.880979, -1.754534]
[0.006344, 0.89499, -1.750829, -0.07435, 0.948455, -1.947491, -0.003904, 0.938591, -1.925619, 0.021608, 0.879915, -1.752178]
[0.007781, 0.893209, -1.747376, -0.071838, 0.948011, -1.943938, -0.001683, 0.938006, -1.92273, 0.022915, 0.878548, -1.749288]
[0.008695, 0.891553, -1.744255, -0.069713, 0.947112, -1.93849, -0.000229, 0.937032, -1.918123, 0.023722, 0.877126, -1.74637]
[0.009337, 0.890024, -1.741453, -0.067738, 0.94574, -1.931274, 0.000787, 0.935623, -1.911777, 0.024218, 0.875654, -1.74346]
[0.009771, 0.888588, -1.738934, -0.065798, 0.94388, -1.922413, 0.001553, 0.93375, -1.90375, 0.024505, 0.874132, -1.740573]
[0.010057, 0.887233, -1.736686, -0.063842, 0.941524, -1.912042, 0.002191, 0.931394, -1.894151, 0.024646, 0.872561, -1.737719]
[0.01023, 0.885954, -1.734701, -0.061853, 0.938669, -1.900308, 0.002775, 0.92855, -1.88312, 0.024677, 0.870942, -1.734908]
[0.01031, 0.884749, -1.732976, -0.059838, 0.935321, -1.887368, 0.003349, 0.92522, -1.870819, 0.02462, 0.869278, -1.732147]
[0.010307, 0.883619, -1.731513, -0.057815, 0.93149, -1.873393, 0.00394, 0.921414, -1.857427, 0.024486, 0.867571, -1.729443]
[0.010227, 0.882564, -1.73031, -0.055806, 0.927195, -1.858565, 0.004559, 0.91715, -1.843128, 0.024283, 0.865827, -1.726803]
[0.010072, 0.881588, -1.729372, -0.053836, 0.922465, -1.843071, 0.005207, 0.912455, -1.828118, 0.024013, 0.864052, -1.724237]
[0.009843, 0.880693, -1.728699, -0.051926, 0.917335, -1.827107, 0.005882, 0.907365, -1.812595, 0.023678, 0.862253, -1.721753]
