[-0.012963, 1.004492, -1.713877, 0.017208, 0.945657, -1.74973, -0.016454, 0.937301, -1.775803, 0.013152, 0.988621, -1.745169]
[-0.000359, 1.2292, -1.664844, 0.010039, 1.060453, -1.68475, -0.044932, 1.015458, -1.817749, -0.011691, 1.076963, -1.798308]
[-0.022835, 1.365782, -1.66751, -0.011231, 1.146418, -1.652617, -0.090916, 1.085628, -1.851802, 0.041136, 1.199021, -1.825714]
[-0.087747, 1.358475, -1.679265, -0.03368, 1.207214, -1.6391, -0.147304, 1.139075, -1.860971, 0.22762, 1.304099, -1.81182]
[-0.165902, 1.347532, -1.700471, -0.051871, 1.262828, -1.649246, -0.185735, 1.156623, -1.836154, 0.276827, 1.304172, -1.782529]
[-0.257562, 1.337782, -1.765605, -0.031306, 1.31648, -1.679608, -0.157776, 1.161451, -1.790852, 0.242336, 1.202941, -1.824742]
[-0.28065, 1.34369, -1.875931, -0.014213, 1.355092, -1.671913, -0.111592, 1.201339, -1.749616, 0.198992, 1.053124, -1.87584]
[-0.280652, 1.32078, -2.007501, -0.030963, 1.370238, -1.610149, -0.097793, 1.25991, -1.705539, 0.209887, 0.979197, -1.884808]
[-0.274264, 1.246201, -2.090445, -0.050927, 1.370759, -1.514485, -0.098765, 1.306629, -1.642608, 0.250472, 0.995223, -1.853678]
[-0.224821, 1.156195, -2.108247, -0.062225, 1.363346, -1.399899, -0.119703, 1.340871, -1.589276, 0.277507, 1.03558, -1.776882]
[-0.108625, 1.063978, -2.054821, -0.076554, 1.353096, -1.325596, -0.175646, 1.355372, -1.534683, 0.226561, 1.055769, -1.70519]
[0.03751, 1.006233, -1.917025, -0.065653, 1.381644, -1.474966, -0.238371, 1.368897, -1.526843, 0.157349, 1.082124, -1.655307]
[0.042236, 1.111897, -2.013445, 0.059118, 1.359934, -1.667403, -0.255202, 1.3563, -1.50938, 0.129561, 1.117858, -1.62806]
[0.08613, 1.192444, -2.048377, 0.180643, 1.323578, -1.777504, -0.23546, 1.347783, -1.592875, 0.129152, 1.169549, -1.600847]
[0.137402, 1.256171, -2.030053, 0.250156, 1.325911, -1.812719, -0.192933, 1.319357, -1.723255, 0.166262, 1.212917, -1.57016]
[0.172816, 1.314822, -1.960929, 0.245153, 1.331465, -1.845044, -0.221729, 1.305143, -1.846676, 0.23391, 1.258708, -1.562913]
[0.154146, 1.379352, -1.905027, 0.255882, 1.307212, -1.931187, -0.280106, 1.246002, -1.971466, 0.204494, 1.329144, -1.577289]
[0.105008, 1.439262, -1.84555, 0.285468, 1.226485, -2.031206, -0.299021, 1.15113, -2.071824, 0.139242, 1.400906, -1.54562]
[0.078267, 1.474969, -1.764415, 0.310729, 1.081297, -2.088295, -0.261633, 1.050486, -2.103034, 0.082719, 1.46816, -1.482492]
[0.106287, 1.487251, -1.656863, 0.28669, 0.943086, -2.076519, -0.230267, 0.989189, -2.039838, 0.128441, 1.502782, -1.43081]
[0.077685, 1.491837, -1.602835, 0.135461, 0.855627, -1.947984, -0.236513, 0.979309, -1.899203, 0.159088, 1.491121, -1.437552]
[0.009956, 1.519368, -1.623938, 0.042227, 0.89788, -2.014487, -0.273096, 1.006982, -1.869257, 0.127174, 1.398655, -1.516658]
[-0.061836, 1.506737, -1.661961, -0.001211, 0.957042, -2.057481, -0.299698, 1.015379, -1.816067, 0.160641, 1.348429, -1.538227]
[-0.185358, 1.42446, -1.724445, 0.023583, 1.037205, -2.043526, -0.299473, 1.02717, -1.755074, 0.237651, 1.340043, -1.521762]
[-0.289771, 1.314626, -1.791045, 0.076209, 1.107324, -1.990643, -0.272027, 1.050902, -1.702403, 0.292662, 1.317483, -1.53209]
[-0.327545, 1.255248, -1.882531, 0.107672, 1.171322, -1.943423, -0.24801, 1.097884, -1.664589, 0.283328, 1.275813, -1.586884]
[-0.335361, 1.230721, -1.994784, 0.102159, 1.225728, -1.911771, -0.233473, 1.161462, -1.635667, 0.256441, 1.180254, -1.704367]
[-0.298311, 1.181611, -2.07484, 0.086634, 1.27695, -1.872639, -0.219128, 1.230096, -1.597955, 0.254857, 1.091206, -1.800125]
[-0.215403, 1.115195, -2.092278, 0.084686, 1.32714, -1.810073, -0.206597, 1.289347, -1.541516, 0.269524, 1.084392, -1.788098]
[-0.145288, 1.063087, -2.061449, 0.073284, 1.361491, -1.72528, -0.225051, 1.316026, -1.513063, 0.250565, 1.107196, -1.706854]
[-0.114657, 1.070663, -2.008113, 0.020854, 1.364415, -1.661275, -0.267556, 1.318914, -1.520257, 0.18471, 1.123147, -1.65317]
[-0.055852, 1.127791, -1.952483, 0.037197, 1.369354, -1.697182, -0.253128, 1.312991, -1.517753, 0.148004, 1.106813, -1.617246]
[0.017433, 1.200885, -1.97026, 0.163331, 1.352867, -1.776125, -0.202552, 1.320744, -1.606584, 0.225722, 1.154821, -1.612982]
[0.063293, 1.273734, -1.944067, 0.25784, 1.341971, -1.825451, -0.234939, 1.307542, -1.731056, 0.285643, 1.225445, -1.608837]
[0.071298, 1.338352, -1.910974, 0.287867, 1.330656, -1.851761, -0.259215, 1.28216, -1.83218, 0.295276, 1.286864, -1.587136]
